55.0,M,classic,0,0,N,3405,HOUSEHOLD PAYMENT,23335.85362318841,23337.310447761207
28.0,F,classic,0,0,N,7175,HOUSEHOLD PAYMENT,16186.186206896553,15475.940740740734
26.0,M,classic,0,0,N,3011,HOUSEHOLD PAYMENT,18349.673333333332,17696.428571428565
49.0,F,classic,0,0,N,9449,HOUSEHOLD PAYMENT,22970.091666666664,21911.12727272727
18.0,M,junior,0,0,N,4234,HOUSEHOLD PAYMENT,67565.47435897437,57096.9368421053
76.0,F,classic,0,0,N,1848,HOUSEHOLD PAYMENT,6250.304166666665,4142.97
60.0,M,classic,0,0,N,3030,HOUSEHOLD PAYMENT,21652.989230769235,22020.08571428572
56.0,M,classic,91152,24,A,3798.2,LOAN PAYMENT,26170.529545454556,16925.851162790696
53.0,M,classic,0,0,N,1067,HOUSEHOLD PAYMENT,15046.953846153845,14904
44.0,M,classic,0,0,N,2249,LEASING,16548.925925925923,15048.076923076924
62.0,M,gold,0,0,N,5120,HOUSEHOLD PAYMENT,12983.759615384615,11893.43199999999
57.0,M,classic,0,0,N,5746,HOUSEHOLD PAYMENT,21718.5619047619,21327.105263157893
44.0,F,classic,0,0,N,7781,HOUSEHOLD PAYMENT,13758.091304347825,12192.676190476193
24.0,M,classic,0,0,N,5952,HOUSEHOLD PAYMENT,18330.263636363637,17795.28
28.0,F,classic,0,0,N,4361,HOUSEHOLD PAYMENT,14179.722580645164,12945.02068965517
42.0,M,classic,0,0,N,7140,HOUSEHOLD PAYMENT,25858.671428571426,24220.11666666667
47.0,F,classic,0,0,N,747,HOUSEHOLD PAYMENT,27465.803703703703,27228.73846153845
21.0,M,classic,0,0,N,3330,HOUSEHOLD PAYMENT,25531.64210526316,25799.399999999994
58.0,M,classic,0,0,N,9240,HOUSEHOLD PAYMENT,21676.56129032259,20581.626666666656
20.0,M,junior,0,0,N,1899,HOUSEHOLD PAYMENT,25568.658571428576,25076.600000000024
48.0,F,classic,0,0,N,1234,HOUSEHOLD PAYMENT,18093.961111111108,16825.0588235294
50.0,M,classic,0,0,N,4149,HOUSEHOLD PAYMENT,11328.012499999999,9641.447368421048
58.0,F,classic,12540,12,A,3936,HOUSEHOLD PAYMENT,16971.426470588234,15496.649999999992
35.0,M,classic,0,0,N,4586,HOUSEHOLD PAYMENT,17374.723076923077,16893.16363636364
53.0,F,classic,102240,60,C,6358,HOUSEHOLD PAYMENT,12864.734146341463,12118.357894736835
40.0,F,classic,0,0,N,4853,HOUSEHOLD PAYMENT,15513.722222222223,15435.262500000003
40.0,M,classic,0,0,N,8578,HOUSEHOLD PAYMENT,24594.963333333333,24776.442857142847
39.0,F,classic,0,0,N,3847.2,LEASING,32159.11111111112,26782.380952380954
20.0,M,junior,0,0,N,3847.2,LEASING,37651.46666666666,32209.337499999987
76.0,M,classic,0,0,N,1299,HOUSEHOLD PAYMENT,6587.907142857143,3284.3454545454542
30.0,F,classic,0,0,N,6561,HOUSEHOLD PAYMENT,22067.21159420291,22362.131343283592
42.0,F,classic,76944,12,A,6412,LOAN PAYMENT,41559.24705882354,39380.15333333332
50.0,M,gold,0,0,N,970,HOUSEHOLD PAYMENT,25221.73432835821,25014.101538461553
25.0,F,classic,0,0,N,5504,HOUSEHOLD PAYMENT,25248.84117647059,25043.14999999999
21.0,M,junior,0,0,N,6615,HOUSEHOLD PAYMENT,18364.317187499997,18630.029508196712
50.0,M,classic,0,0,N,810,HOUSEHOLD PAYMENT,8726.325757575758,7903.587301587293
47.0,F,gold,0,0,N,2277,HOUSEHOLD PAYMENT,20933.33125,18704.632258064506
47.0,M,classic,208128,48,B,4335.8,LOAN PAYMENT,27930.427941176466,24776.64242424243
32.0,F,classic,0,0,N,2342,HOUSEHOLD PAYMENT,9836.857142857143,8524.481250000004
19.0,M,junior,0,0,N,12579,HOUSEHOLD PAYMENT,24600.32325581395,19853.951219512193
50.0,M,classic,53076,12,A,9235,HOUSEHOLD PAYMENT,18354.21176470588,18196.69999999999
18.0,F,junior,0,0,N,8852,HOUSEHOLD PAYMENT,14714.42608695652,14460.854545454546
59.0,M,classic,0,0,N,4254,HOUSEHOLD PAYMENT,26388.891666666666,26074.678260869558
53.0,M,classic,0,0,N,1640,HOUSEHOLD PAYMENT,50259.329824561406,44956.01071428575
52.0,F,classic,0,0,N,9651,HOUSEHOLD PAYMENT,25097.6,21084.183333333334
21.0,F,classic,187104,24,A,7795.5,LOAN PAYMENT,43570.67647058825,37185.76874999999
58.0,F,classic,0,0,N,4673,HOUSEHOLD PAYMENT,17768.232352941173,18048.993749999994
51.0,M,classic,0,0,N,6608,HOUSEHOLD PAYMENT,15915.058620689655,15202.05714285713
30.0,F,classic,0,0,N,3625,HOUSEHOLD PAYMENT,14331.729411764709,13895.387499999995
18.0,F,junior,0,0,N,3122,HOUSEHOLD PAYMENT,48432.40704225354,44110.77142857143
38.0,M,classic,0,0,N,4433.3,LEASING,43774.15735294117,35395.38805970153
56.0,M,classic,0,0,N,5168,HOUSEHOLD PAYMENT,27411.81071428571,27737.325925925914
35.0,M,classic,0,0,N,2115,HOUSEHOLD PAYMENT,7555.799999999999,6859.158620689657
59.0,M,classic,0,0,N,3943,HOUSEHOLD PAYMENT,25120.270967741937,16756.551724137924
38.0,M,classic,0,0,N,1690.1,LEASING,18874.86,15490.321739130433
23.0,M,classic,0,0,N,3306,HOUSEHOLD PAYMENT,12920.502857142857,12053.808823529398
58.0,M,classic,0,0,N,872,HOUSEHOLD PAYMENT,22747.107462686567,22087.609230769238
46.0,M,gold,0,0,N,9034,HOUSEHOLD PAYMENT,20294.159701492532,19473.82461538461
48.0,F,classic,0,0,N,2910,HOUSEHOLD PAYMENT,35172.61884057972,29226.81176470591
50.0,F,classic,0,0,N,9600,HOUSEHOLD PAYMENT,21570.29655172415,17092.969230769224
40.0,F,gold,284280,60,C,4738,LOAN PAYMENT,41410.68400000001,34637.15102040818
52.0,M,classic,0,0,N,8215,HOUSEHOLD PAYMENT,10459.337931034488,10557.558333333334
33.0,M,classic,0,0,N,8910,HOUSEHOLD PAYMENT,23271,22645.895238095243
40.0,F,classic,189060,60,C,3151,LOAN PAYMENT,44657.942,34881.9375
56.0,F,classic,0,0,N,6824,HOUSEHOLD PAYMENT,19719.641379310353,17643.691666666666
57.0,F,classic,0,0,N,5260,HOUSEHOLD PAYMENT,18453.01666666667,16012.200000000003
68.0,F,gold,0,0,N,2062,HOUSEHOLD PAYMENT,6650.456923076922,5833.989999999996
52.0,F,classic,0,0,N,1069,HOUSEHOLD PAYMENT,24915.395652173916,23674.38636363635
59.0,F,classic,0,0,N,7538,HOUSEHOLD PAYMENT,21053.935897435895,19854.227027027016
32.0,F,classic,108720,60,C,1812.3,LOAN PAYMENT,24858.92692307693,21446.354545454546
18.0,F,junior,0,0,N,7641,HOUSEHOLD PAYMENT,26981.766129032258,27057.20000000002
32.0,M,classic,0,0,N,7521,HOUSEHOLD PAYMENT,48323.99756097561,40069.170731707316
45.0,F,gold,0,0,N,2619,HOUSEHOLD PAYMENT,23048.807812499985,21866.754838709683
43.0,F,classic,0,0,N,8127,HOUSEHOLD PAYMENT,21574.43888888889,21380.037142857156
33.0,F,classic,0,0,N,8099,HOUSEHOLD PAYMENT,19471.8625,18246.328571428574
54.0,F,classic,0,0,N,2194,HOUSEHOLD PAYMENT,20191.95238095238,19347.105263157893
24.0,F,classic,0,0,N,4095,HOUSEHOLD PAYMENT,25729.030555555557,24228.085714285702
34.0,M,classic,0,0,N,1062,HOUSEHOLD PAYMENT,19190.626086956523,18082.199999999997
39.0,M,classic,0,0,N,6433,HOUSEHOLD PAYMENT,25306.57647058824,23598.44
31.0,F,classic,0,0,N,2880,HOUSEHOLD PAYMENT,16482.671052631576,16003.005405405398
63.0,M,classic,0,0,N,4761,HOUSEHOLD PAYMENT,25735.948387096774,23851.666666666653
46.0,M,classic,0,0,N,7811,HOUSEHOLD PAYMENT,52099.7607142857,51363.9037037037
52.0,M,gold,0,0,N,1416,LEASING,23699.24375,21057.406451612893
39.0,F,classic,0,0,N,6185,HOUSEHOLD PAYMENT,26277.509836065572,25407.16949152544
21.0,F,junior,0,0,N,5664,HOUSEHOLD PAYMENT,12979.916279069768,13123.712195121941
52.0,F,classic,0,0,N,7636,HOUSEHOLD PAYMENT,21205.170967741935,19377.93103448275
53.0,F,classic,0,0,N,7553,HOUSEHOLD PAYMENT,22400.162499999995,22525.428571428572
80.0,M,classic,0,0,N,31,HOUSEHOLD PAYMENT,4794.428260869565,4002.8048780487834
39.0,M,classic,0,0,N,8086,HOUSEHOLD PAYMENT,13795.965151515155,13422.218749999987
39.0,M,classic,0,0,N,6260,HOUSEHOLD PAYMENT,25224.293055555558,25195.48000000002
57.0,F,classic,0,0,N,3437,HOUSEHOLD PAYMENT,24287.246875000004,23973.319354838717
45.0,F,classic,0,0,N,3263,HOUSEHOLD PAYMENT,25717.806976744185,24584.66341463413
36.0,F,gold,0,0,N,3475,HOUSEHOLD PAYMENT,54304.04705882353,53291.875
52.0,F,classic,0,0,N,3487,HOUSEHOLD PAYMENT,30673.520000000004,23850.689655172413
24.0,F,classic,0,0,N,5639,HOUSEHOLD PAYMENT,22942.695,22561.33333333333
46.0,M,classic,0,0,N,1662.7,LEASING,17995.78260869565,14002.29523809524
20.0,M,junior,0,0,N,3171,HOUSEHOLD PAYMENT,23944.16666666667,23348.101818181818
57.0,M,classic,0,0,N,2582,HOUSEHOLD PAYMENT,4963.5890625,4520.990000000003
58.0,F,gold,0,0,N,465,HOUSEHOLD PAYMENT,22673.256097560974,20969.664999999986
32.0,F,gold,0,0,N,2154,HOUSEHOLD PAYMENT,26016.755737704923,25070.32666666668
22.0,M,classic,0,0,N,4426,HOUSEHOLD PAYMENT,19233.257142857143,16956.61666666667
67.0,F,classic,0,0,N,2770,HOUSEHOLD PAYMENT,5787.759523809523,4808.259459459463
55.0,M,classic,0,0,N,5511,HOUSEHOLD PAYMENT,15275.08611111111,15478.323529411758
47.0,F,classic,0,0,N,3213.4,LEASING,40609.5,35728.83333333333
56.0,F,classic,0,0,N,3865,HOUSEHOLD PAYMENT,19622.73333333333,17975.736842105267
42.0,M,classic,0,0,N,4387,HOUSEHOLD PAYMENT,20034.997435897447,19496.02162162161
30.0,F,classic,0,0,N,9222,HOUSEHOLD PAYMENT,24654.630434782608,23678.318181818166
55.0,M,classic,0,0,N,6605,HOUSEHOLD PAYMENT,18014.556521739134,17270.390476190478
26.0,F,classic,0,0,N,2271,HOUSEHOLD PAYMENT,21139.78965517241,21244.644444444435
31.0,F,gold,0,0,N,3863,HOUSEHOLD PAYMENT,22136.136206896546,21507.110714285704
27.0,F,classic,0,0,N,2368.9,LEASING,23375.869696969694,21482.89999999999
26.0,F,classic,0,0,N,2600,LEASING,42405.119999999995,38643.85000000002
47.0,F,classic,0,0,N,6889,HOUSEHOLD PAYMENT,18363.865573770494,17830.84333333332
57.0,F,classic,0,0,N,3249.8,LEASING,36062.321875,26654.651612903213
60.0,M,classic,0,0,N,5367,HOUSEHOLD PAYMENT,16153.402500000002,15746.247368421044
32.0,M,gold,0,0,N,3294,HOUSEHOLD PAYMENT,24692.031746031742,24617.4786885246
49.0,F,gold,0,0,N,2953,HOUSEHOLD PAYMENT,26820.84428571428,26147.647058823553
46.0,M,classic,0,0,N,6953,HOUSEHOLD PAYMENT,12153.546666666665,9605.42857142857
51.0,F,classic,0,0,N,14707,HOUSEHOLD PAYMENT,41820.858064516135,39164.19310344826
20.0,F,junior,0,0,N,8319,HOUSEHOLD PAYMENT,18933.295714285712,18850.741176470587
60.0,M,gold,0,0,N,7394,HOUSEHOLD PAYMENT,26161.559183673467,25097.102127659564
19.0,M,junior,0,0,N,4877,HOUSEHOLD PAYMENT,19247.7125,18046.17826086955
51.0,M,classic,0,0,N,2820,HOUSEHOLD PAYMENT,7625.041538461538,7044.216129032254
75.0,F,classic,0,0,N,3103,HOUSEHOLD PAYMENT,6654.024242424242,5726.99310344828
42.0,M,classic,0,0,N,1250.8,LEASING,46995.493750000016,41838.88888888889
23.0,M,classic,0,0,N,1250.8,LEASING,61378.49090909091,52554.31250000003
35.0,F,gold,0,0,N,10056,HOUSEHOLD PAYMENT,3487.5619047619043,4591.666666666667
63.0,M,classic,0,0,N,6814,HOUSEHOLD PAYMENT,21228.614035087718,20586.77454545453
32.0,F,classic,0,0,N,11931,HOUSEHOLD PAYMENT,31095.5925925926,26746.30399999999
53.0,F,classic,123300,36,C,3425.2,LOAN PAYMENT,36433.496551724136,35338.73846153846
38.0,F,classic,0,0,N,2687,HOUSEHOLD PAYMENT,24292.212000000003,22997.27826086956
39.0,M,gold,0,0,N,336,HOUSEHOLD PAYMENT,28016.173015873013,27141.996721311487
55.0,F,classic,0,0,N,3592,HOUSEHOLD PAYMENT,24918.569444444445,24462.14705882352
63.0,M,classic,0,0,N,6966,HOUSEHOLD PAYMENT,16316.800000000001,14367.133333333337
51.0,F,gold,0,0,N,3059,HOUSEHOLD PAYMENT,26709.34516129032,27245.236666666686
19.0,F,junior,0,0,N,4119,HOUSEHOLD PAYMENT,24430.33333333334,23144.546153846142
61.0,M,classic,0,0,N,6619,HOUSEHOLD PAYMENT,23524.104615384615,23051.031746031756
22.0,M,junior,0,0,N,1657.7,LEASING,43329.72068965516,39657.7076923077
32.0,M,classic,0,0,N,1632,HOUSEHOLD PAYMENT,16648.36923076923,15861.736507936494
54.0,F,classic,0,0,N,1538,HOUSEHOLD PAYMENT,29724.589552238805,23539.312121212137
55.0,M,gold,0,0,N,3443,HOUSEHOLD PAYMENT,22542.223255813944,22336.279999999988
56.0,F,classic,0,0,N,4433,HOUSEHOLD PAYMENT,8591.041666666666,7369.759999999999
41.0,M,classic,0,0,N,2757,HOUSEHOLD PAYMENT,7113.2742857142875,6665.187878787873
50.0,M,classic,0,0,N,10288,HOUSEHOLD PAYMENT,63958.14285714284,60605.666666666686
37.0,F,classic,0,0,N,5263,HOUSEHOLD PAYMENT,26873.906666666666,26113.01694915256
28.0,F,classic,0,0,N,6551,HOUSEHOLD PAYMENT,19247.288000000008,18482.579591836722
78.0,M,classic,0,0,N,3263,HOUSEHOLD PAYMENT,6201.099999999999,5430.095238095239
43.0,F,classic,0,0,N,8004,HOUSEHOLD PAYMENT,25238.2843137255,25160.399999999998
57.0,M,classic,0,0,N,480,HOUSEHOLD PAYMENT,22773.20588235294,20814.70666666667
33.0,M,classic,0,0,N,4399,HOUSEHOLD PAYMENT,15114.259523809522,14339.51499999999
26.0,M,classic,0,0,N,3377,HOUSEHOLD PAYMENT,13472.86603773585,12439.15294117646
30.0,M,classic,194256,24,C,8094.2,LOAN PAYMENT,33205.927777777775,31105.211764705888
56.0,F,classic,0,0,N,5758,HOUSEHOLD PAYMENT,12019.899999999998,10762.455555555553
43.0,F,classic,0,0,N,7680,HOUSEHOLD PAYMENT,25383.57428571429,31537.52173913043
64.0,F,gold,0,0,N,224,HOUSEHOLD PAYMENT,4712.405660377359,3408.025000000003
59.0,F,classic,0,0,N,1337,HOUSEHOLD PAYMENT,26809.87894736842,25286.38378378377
63.0,M,classic,0,0,N,3353,HOUSEHOLD PAYMENT,49815.68196721311,43734.22000000005
46.0,M,classic,0,0,N,403,HOUSEHOLD PAYMENT,12964.842857142856,11875.769696969695
58.0,F,classic,0,0,N,2372.6,LEASING,33231.69500000001,29784.14871794871
30.0,F,classic,0,0,N,9626,HOUSEHOLD PAYMENT,24086.682352941174,22049.2
18.0,F,junior,0,0,N,2952,HOUSEHOLD PAYMENT,24943.07746478873,24349.985714285736
42.0,M,classic,0,0,N,7968,HOUSEHOLD PAYMENT,18703.382352941175,16886.83888888888
27.0,M,gold,0,0,N,14658,HOUSEHOLD PAYMENT,44415.75833333333,43295.12923076927
48.0,F,classic,141948,36,C,9642,HOUSEHOLD PAYMENT,20727.891176470588,19699.20606060605
20.0,M,junior,0,0,N,6765,HOUSEHOLD PAYMENT,24694.676315789482,22821.816216216204
37.0,F,classic,0,0,N,3227,HOUSEHOLD PAYMENT,19517.58787878788,18342.03870967741
57.0,M,classic,0,0,N,8050,HOUSEHOLD PAYMENT,23694.63142857143,23165.860606060596
50.0,M,classic,0,0,N,9431,HOUSEHOLD PAYMENT,26354.29047619048,25354.768421052624
19.0,M,junior,0,0,N,4560.8,LEASING,48948.566666666666,42227.205263157906
28.0,F,gold,0,0,N,4028,HOUSEHOLD PAYMENT,27739.030555555542,26888.1915492958
43.0,F,classic,0,0,N,6307,HOUSEHOLD PAYMENT,19924.707692307686,18851.697297297287
77.0,F,classic,0,0,N,1458,HOUSEHOLD PAYMENT,4900.1078947368405,4072.5515151515174
36.0,F,classic,0,0,N,1146,HOUSEHOLD PAYMENT,25102.96470588235,24683.387499999986
18.0,M,junior,0,0,N,5270,HOUSEHOLD PAYMENT,13426.7,11064.328571428572
47.0,M,classic,30060,60,C,4353,HOUSEHOLD PAYMENT,21519.471153846152,21465.623999999985
25.0,M,classic,0,0,N,8351,HOUSEHOLD PAYMENT,23053.28983050847,22581.765517241383
41.0,F,classic,0,0,N,1240,HOUSEHOLD PAYMENT,23813.329629629632,22637.463999999993
40.0,M,classic,0,0,N,3432,HOUSEHOLD PAYMENT,17138.306382978728,16241.124444444433
32.0,F,gold,0,0,N,3023,HOUSEHOLD PAYMENT,26223.976923076927,25404.240625000017
53.0,M,classic,0,0,N,5429,HOUSEHOLD PAYMENT,27934.49130434782,26924.991176470612
57.0,M,classic,0,0,N,8818,HOUSEHOLD PAYMENT,19914.88970588235,19021.80895522388
56.0,F,classic,0,0,N,3850,HOUSEHOLD PAYMENT,20337.852941176472,19224.04
56.0,F,classic,0,0,N,3835,HOUSEHOLD PAYMENT,17143.411320754716,16355.20769230768
28.0,M,classic,0,0,N,1474,HOUSEHOLD PAYMENT,5435.371428571428,3934.7846153846176
59.0,M,classic,0,0,N,9131,HOUSEHOLD PAYMENT,21184.815999999995,20417.27826086956
52.0,M,classic,0,0,N,9921,HOUSEHOLD PAYMENT,21237.34464285714,20788.745454545446
34.0,F,classic,0,0,N,5938,HOUSEHOLD PAYMENT,17604.961224489798,16409.86808510637
31.0,M,classic,0,0,N,2840,HOUSEHOLD PAYMENT,6936.678947368421,6152.628571428571
58.0,F,classic,105804,36,A,2938.7,LOAN PAYMENT,19416.751388888886,17547.925714285717
48.0,F,classic,396120,60,C,6601.7,LOAN PAYMENT,43045.64222222222,31252.595454545426
32.0,F,classic,37944,36,C,1054,LOAN PAYMENT,26149.238709677422,23915.299999999992
19.0,M,junior,209040,24,C,2329,HOUSEHOLD PAYMENT,19981.137499999997,19342.5
24.0,F,classic,0,0,N,7114,HOUSEHOLD PAYMENT,25775.783333333336,24984.15172413792
23.0,F,classic,0,0,N,1878,HOUSEHOLD PAYMENT,5502.696666666666,3960.961538461541
47.0,M,gold,0,0,N,851,HOUSEHOLD PAYMENT,21961.907142857144,19949.31538461538
20.0,M,junior,0,0,N,1289,HOUSEHOLD PAYMENT,8767.114583333336,7586.737777777778
25.0,M,classic,0,0,N,4545,HOUSEHOLD PAYMENT,28200.0918367347,26544.84166666666
64.0,F,classic,0,0,N,1962,HOUSEHOLD PAYMENT,5257.7625,3642.281481481483
39.0,M,classic,0,0,N,2027,HOUSEHOLD PAYMENT,6257.0055555555555,4117.199999999999
30.0,M,classic,0,0,N,3060,HOUSEHOLD PAYMENT,18107.838461538464,17729.54166666666
51.0,M,classic,0,0,N,6741,HOUSEHOLD PAYMENT,19527.107042253516,19286.000000000004
27.0,M,gold,0,0,N,3175,HOUSEHOLD PAYMENT,25299.942857142858,24366.151515151505
45.0,M,classic,0,0,N,1774,HOUSEHOLD PAYMENT,24760.3868852459,23568.96000000001
50.0,F,classic,0,0,N,3408,HOUSEHOLD PAYMENT,15627.781818181817,14708.680000000002
41.0,M,classic,0,0,N,3962,HOUSEHOLD PAYMENT,35157.60476190477,32830.455
21.0,F,junior,0,0,N,2395.6,LEASING,26539.684374999997,21770.333333333332
25.0,M,classic,0,0,N,2676,HOUSEHOLD PAYMENT,25546.62388059702,25700.624615384637
61.0,M,classic,290820,60,C,3318,HOUSEHOLD PAYMENT,21337.399999999998,19627.74666666667
32.0,M,classic,0,0,N,12524,HOUSEHOLD PAYMENT,42264.564285714296,37806.4363636364
